birthday,birthday_guys
1899-5-29,"Arthur Conrad, Harold William"
1885-1-26,"Arthur David"
1897-1-5,"Arthur Dewey"
1885-12-11,"Arthur Earl, John Frederick"
1887-12-19,"Arthur Edward"
1907-8-21,"Arthur Edward, Coburn Dyas"
1930-4-2,"Arthur Edward, Gordon Bassett"
1902-8-28,"Arthur Edward, Walter Henry"
1897-7-23,"Arthur Edwin, Horace Hills"
1901-11-29,"Arthur Elliott"
1886-7-22,"Arthur Emil"
1879-3-30,"Arthur Ernst"
1893-11-25,"Arthur Eugene"
1855-1-23,"Arthur F."
1902-7-7,"Arthur Francis"
1871-7-14,"Arthur Francis, Walter Edward"
1877-8-26,"Arthur Franklin"
1865-5-6,"Arthur Franklin, William"
1888-3-3,"Arthur Frederick"
1897-2-15,"Arthur Gilbert, Charles Hunt"
1903-3-2,"Arthur Grant"
1864-7-15,"Arthur Gray"
1883-9-3,"Arthur Henry"
1882-11-25,"Arthur Henry"
1946-12-15,"Arthur Henry"
1886-9-21,"Arthur Herman"
1876-2-27,"Arthur Ingram"
1908-12-20,"Arthur James"
1913-5-7,"Arthur James"
1904-2-27,"Arthur John"
1901-3-2,"Arthur John"
1882-2-27,"Arthur John"
1929-4-3,"Arthur John"
1889-3-22,"Arthur Joseph"
1916-4-29,"Arthur Joseph"
1988-1-28,"Arthur Joseph"
1927-8-7,"Arthur Joseph, Everett Lamar"
1952-9-21,"Arthur Junior, Gary George"
1906-3-10,"Arthur L."
1924-4-25,"Arthur Lawrence"
1882-2-24,"Arthur Lawrence"
1894-1-8,"Arthur Lee"
1904-7-9,"Arthur Lee"
1920-10-28,"Arthur Lee"
1969-10-24,"Arthur Lee"
1934-12-11,"Arthur Lee"
1906-2-7,"Arthur Lennox"
1936-10-15,"Arthur Leonard"
1938-4-11,"Arthur Lincoln"
1941-10-14,"Arthur Louis"
1965-1-26,"Arthur Louis"
1871-1-14,"Arthur M."
1879-10-16,"Arthur McArthur"
1862-3-31,"Arthur Melville"
1896-9-13,"Arthur Milton, Roy Edward, Tharon Patrick"
1894-9-12,"Arthur Ole"
1905-6-30,"Arthur Otto"
1906-3-24,"Arthur Patrick"
1895-7-23,"Arthur Ramon"
1895-7-12,"Arthur Richard"
1894-1-14,"Arthur Rue"
1884-1-11,"Arthur Stanhope"
1881-3-16,"Arthur Theodore"
1887-8-14,"Arthur Thomas, Frederick Arthur"
1888-1-30,"Arthur Vincent"
1859-10-28,"Arthur W."
1909-2-22,"Arthur Washington"
1942-6-6,"Arthur Willard"
1876-9-17,"Arthur William"
1909-8-12,"Arthur William"
1945-12-19,"Arthur William, Geoffrey Clayton"
1928-6-20,"Arthur William, Robert Paul"
1858-1-16,"Arthur Wilson"
1952-8-2,"Arthur, Jesus Manuel"
1911-11-1,"Artie William"
1953-4-26,"Arturo Marcelino"
1937-5-8,"Arturo, Miguel Angel"
1869-2-14,Asa
1853-2-10,"Asa Evans"
1985-11-13,"Asdrubal Jose"
1897-9-19,"Astyanax Saunders"
1984-11-6,"Atahualpa O., Ricardo"
1942-5-14,Atanasio
1938-11-17,"Aubrey Lee"
1912-3-3,"Aubrey Lee"
1976-12-20,"Aubrey Lewis"
1988-12-23,"Audris Joel, Roberto"
1858-3-29,August
1866-9-29,August
1988-10-20,"August C., Michael Ryan"
1897-7-20,"August G."
1895-5-24,"August Guenther"
1866-5-9,"August H."
1885-10-21,"August Harris"
1912-5-23,"August John"
1888-5-7,"August Joseph, Paul Stoner"
1885-11-21,"August Julius"
1870-6-6,"August L., Charles Jacob"
1906-1-3,"August Richard"
1905-12-5,"August Rodney"
1917-2-14,"August Samuel"
1909-11-29,"August Schuster"
1904-8-17,"August Sothley"
1899-11-21,"August William, Charles Griffin"
1907-3-24,"Augustin Joseph"
1876-8-18,Augustus
1899-9-10,"Augustus Francis"
1897-3-21,"Augustus Franklin, William Harmong"
1874-7-10,"Augustus Joseph"
1885-12-29,"Augustus William"
1947-12-28,Aurelio
1948-9-21,"Aurelio Alejandro, Gary Dean"
1943-11-19,"Aurelio Faustino"
1988-11-22,"Austin Allen, Thomas Andrew"
1893-4-14,"Austin Ben"
1895-9-22,"Austin Bush"
1986-8-19,"Austin David"
1891-9-1,"Austin Edward"
1918-10-15,"Austin Jay"
1893-9-11,"Austin Roy, Oscar Ray"
1980-5-20,"Austin Ryan"
1987-3-28,"Avery Bryan"
1991-6-12,"Avisail Antonio"
1917-4-2,"Avitus Bernard"
1907-11-6,"Bailey Earl"
1913-2-7,"Baldomero Melo"
1896-5-19,"Baldomero Pedro, Bernard Aloysius"
1964-3-31,"Balvino, Christopher John, Rafael Edgardo"
1956-12-4,Barbaro
1990-3-25,"Barbaro Erisbel"
1979-11-21,"Barbaro Rafael"
1931-12-16,"Barbra O'Neil"
1923-3-3,"Barnes Robertson"
1923-3-23,Barnett
1865-2-23,Barney
1880-9-10,"Barney, Herbert Clyde"
1977-4-6,"Barry Jarvis, George Andrew"
1947-2-5,"Barry John"
1964-7-24,"Barry Lamar"
1944-9-7,"Barry Lee"
1956-4-15,"Barry Lee"
1963-2-15,"Barry Louis"
1986-3-30,"Barry Ryan"
1960-6-3,"Barry Stephen, Stephen John"
1955-11-30,"Barry Steven"
1938-7-6,"Barry Steven, John Morgan"
1896-3-3,"Bartholomew Joseph"
1860-1-29,"Bartholomew L."
1973-5-24,Bartolo
1974-8-24,"Bartolome, Jeffrey Scot"
1940-1-4,"Barton Arvin"
1879-10-4,"Barton Emory"
1941-7-22,"Barton Wallace"
1953-3-23,"Baudilio Jose"
1907-1-16,"Baxter Byerly"
1881-8-6,"Bayard Heston"
1988-5-3,"Ben Daniel"
1889-12-17,"Ben Franklin"
1957-8-4,"Ben Joseph"
1978-7-18,"Ben M."
1918-2-14,"Benedict Joseph"
1951-2-7,Benigno
1965-3-9,Benito
1977-5-6,Benito
1962-1-23,"Benito James"
1949-2-11,"Benjamin Ambrosio"
1902-4-13,"Benjamin Caldwell"
1903-6-17,"Benjamin Cowan"
1969-9-21,"Benjamin Davis, Jason Samuel"
1970-12-30,"Benjamin Earl, Bart Steven"
1969-11-17,"Benjamin Edward"
1927-9-30,"Benjamin Eugene"
1957-5-19,"Benjamin Franklin"
1931-5-15,"Benjamin Franklin"
1893-2-13,"Benjamin Franklin"
1888-11-10,"Benjamin Franklin"
1883-11-30,"Benjamin Franklin"
1858-11-16,"Benjamin Franklin, Joseph"
1888-8-15,"Benjamin Harrison"
1888-7-1,"Benjamin Harrison"
1979-6-13,"Benjamin Howard, Cory Jerome"
1976-9-24,"Benjamin Isaac"
1915-11-9,"Benjamin Jenison"
1919-1-13,"Benjamin John"
1981-2-4,"Benjamin John, Thomas Raymond"
1974-7-20,"Benjamin Jose"
1981-6-18,"Benjamin Joseph"
1987-10-27,"Benjamin Michael"
1890-1-5,"Benjamin Michael, Eugene"
1893-6-18,"Benjamin Nathaniel"
1988-11-15,"Benjamin Ramon"
1912-7-19,"Benjamin Raymond"
1979-1-15,"Benjamin Richard"
1926-11-19,"Benjamin Robert"
1906-4-6,"Benjamin Rudolph"
1921-7-28,"Benjamin Saunders"
1922-11-25,"Benjamin Styron, John Frederick"
1981-5-26,"Benjamin Thomas"
1879-2-10,"Benjamin Thomas"
1907-9-2,"Benjamin Turner"
1976-5-4,"Benjamin, Robinson Castro, Jason Drew"
1927-6-15,Bennett
1932-6-17,Bennie
1912-3-2,"Bennie Louis"
1955-9-16,"Benny Joe, Robin R."
1971-12-28,"Benny Peter, Melvin"
1979-7-14,Bernabel
1899-8-18,"Bernard Albert"
1892-1-21,"Bernard Anthony"
1910-4-27,"Bernard Bartholomew"
1920-1-8,"Bernard Carl"
1919-9-11,"Bernard Charles"
1899-10-12,"Bernard Daniel"
1895-9-26,"Bernard Edmund"
1882-10-31,"Bernard Elmer"
1884-2-7,"Bernard Eugene"
1896-3-5,"Bernard Herman"
1877-1-26,"Bernard James, Davis Bowles, Eli Eldo"
1919-10-1,"Bernard James, Robert Richard"
1901-4-19,"Bernard John"
1875-3-29,"Bernard Joseph"
1939-4-16,"Bernard Keith"
1898-7-27,"Bernard Oliver, James Wren"
1871-3-14,"Bernard Patrick"
1899-4-12,"Bernard, Berlyn Dale"
1947-8-5,Bernardo
1963-12-4,Bernardo
1885-1-21,Bernhard
1886-4-3,Bert
1893-9-25,"Bert Edgar"
1918-6-26,"Bert Elmer"
1920-6-28,"Bert Robert"
1945-4-19,"Bert Thomas"
1869-11-11,"Bert Wood"
1914-2-8,"Berthold John, Melvin Edward"
1878-3-6,"Berthold Juneau, John Weaver"
1886-7-7,"Berton Hulon"
1965-3-3,"Bertram Alexander, Anthony Joseph"
1950-8-22,"Bertram Ray"
1889-4-4,"Bertram Roe"
1954-10-3,"Bertrand Roland, Dennis Lee, Joseph Daniel"
1974-6-9,"Bertrum Scarborough, Dwight Randolph"
1907-8-24,"Beryl Justice"
1905-4-25,"Beveric Benton"
1899-1-27,"Bibb August, Robert Schley"
1964-2-7,Bienvenido
1968-1-11,Bienvenido
1953-7-25,"Biff Benedict"
1930-9-21,"Billy Arnold"
1946-1-18,"Billy Cordell"
1953-7-14,"Billy Edward"
1981-7-19,"Billy James"
1938-6-15,"Billy Leo"
1970-7-11,"Billy Manual"
1990-9-9,"Billy R."
1986-4-18,"Billy Ray"
1943-7-31,"Billy Vernon"
1877-12-9,"Bird Wayne"
1978-4-6,Blaine
1886-9-10,"Blaine Alphonsus"
1987-3-14,"Blaine Patrick"
1981-7-11,"Blaine Thomas"
1964-4-9,"Blaise Francis"
1987-5-24,"Blake Aaron, Henry"
1983-3-1,"Blake Edward"
1983-12-22,"Blake Jonathan, Gregory Thomas"
1985-8-20,"Blake Robert, Matthew Donald"
1983-5-12,"Blake Thomas, Evan David, John Edward"
1966-3-20,Blas
1915-11-16,"Blas, Ben Garth"
1974-3-11,"Bob Kelly"
1950-11-27,"Bob Mitchell"
1930-3-11,"Bobby Brooks"
1939-1-29,"Bobby Donald"
1959-7-31,"Bobby Earl, Michael Joseph"
1934-5-28,"Bobby Gene"
1929-10-10,"Bobby Gene"
1954-5-2,"Bobby Keith"
1942-11-25,"Bobby Lamar"
1946-3-15,"Bobby Lee"
1977-10-4,"Bobby Leon"
1976-9-27,"Bodhi J., Jason Lloyd"
1981-10-14,Boof
1984-8-13,Boone
1920-3-28,"Boris Michael, Fred James"
1926-10-28,"Bowie Kent, Rudolph Joseph"
1931-10-15,"Boyd Gail"
1914-3-21,"Boyd Glenn"
1920-2-11,"Boyd Owen"
1986-4-12,Brad
1969-2-4,"Brad Byron"
1985-5-25,"Brad Eric, Eric Orlando"
1959-8-17,"Brad Eugene, Jeffrey Robert"
1979-10-10,"Brad Gregory"
1961-4-4,"Brad Lynn"
1980-2-7,"Brad Martin"
1983-2-19,"Brad Thomas"
1972-10-27,"Brad William"
1974-10-28,"Braden LaVern"
1965-1-20,"Bradford Albert, Kevin Christian"
1981-2-14,"Bradford Alexander"
1989-5-12,"Bradin Carl"
1985-3-5,"Bradley Aaron"
1964-6-21,"Bradley Alan"
1989-10-18,"Bradley Austin"
1979-6-22,"Bradley Bonte"
1985-11-19,"Bradley Christopher"
1969-4-14,"Bradley David, Brad Lee"
1987-4-2,"Bradley Edward"
1982-12-29,"Bradley Edward, Kevin Richard"
1988-5-27,"Bradley George, Garrett Thomas"
1988-2-2,"Bradley J., Travis James"
1980-1-3,"Bradley Keith"
1986-3-28,"Bradley Mark, Stephen James"
1990-3-20,"Bradley Richard"
1977-10-22,"Bradley Richard"
1980-7-12,"Bradley Ross"
1975-1-17,"Bradley Ryan, Kenneth Scott"
1985-9-25,"Bradley Steven, Patrick Bowen"
1976-12-23,"Bradley Thomas"
1968-2-9,"Bradley Thomas, Robert Franciscus"
1978-5-24,"Bradley Wayne, David Joseph"
1888-1-16,"Bradley Wilson"
1972-9-17,"Brady John"
1964-1-18,"Brady Kevin"
1973-4-18,"Brady William"
1986-9-3,"Brandon Alan"
1978-4-5,"Brandon Allen"
1988-8-13,"Brandon Carlin"
1973-11-20,"Brandon Charles"
1975-2-21,"Brandon Charles"
1983-9-16,"Brandon Douglas"
1975-10-5,"Brandon Duane"
1986-2-12,"Brandon Durell, Todd B."
1980-1-26,"Brandon Edward, Antonio Miguel"
1981-6-28,"Brandon Emil"
1981-9-30,"Brandon Eric"
1986-1-28,"Brandon Eric, Nathan Andrew"
1990-7-3,"Brandon Eugene"
1987-9-11,"Brandon J."
1976-1-23,"Brandon J."
1976-5-24,"Brandon John, Jason William, Carlos Manuel"
1993-4-14,"Brandon Kyle"
1988-4-20,"Brandon Kyle"
1983-12-10,"Brandon Lamon"
1984-8-1,"Brandon Lee"
1984-11-3,"Brandon Lee, Jonathan Alejandro"
1986-5-15,"Brandon Michael"
1975-10-1,"Brandon Michael"
1981-1-18,"Brandon Michael"
1973-10-3,"Brandon Michael, Kerry Keith"
1975-12-17,"Brandon Paul"
1986-11-23,"Brandon Roger"
1985-9-14,"Brandon Ryan, Delmon Damarcus"
1976-4-29,"Brandon Scott, Erasmo"
1979-5-9,"Brandon Tyler"
1988-11-16,"Brandon Tyler"
1971-6-22,"Brant Michael, Brian Walter"
1968-5-13,"Braulio Robinson Medrano"
1987-5-10,"Brayan Rene"
1971-7-4,"Brendan Kevin"
1980-8-26,"Brendan Michael"
1982-3-26,"Brendan Wood"
1985-4-12,"Brennan Philip"
1982-11-18,"Brent Allen"
1958-10-5,"Brent Allen, Robert Randall"
1968-4-19,"Brent Danem"
1983-3-3,"Brent P."
1971-5-2,"Brent Raymond"
1970-3-14,"Brent Robert"
1983-9-18,"Brent Stuart"
1948-10-14,"Brent Terry, Eduardo"
1987-4-21,"Brenton Andre, Ryan Scott"
1967-8-16,"Bret Edward"
1977-6-15,"Bret Randolph"
1969-4-6,"Bret Robert"
1971-12-17,"Bret Ryan"
1964-4-11,"Bret William, Walter Richard, Amalio Rafael"
1987-8-27,Brett
1975-4-19,"Brett Aaron, John Michael"
1966-7-15,"Brett Alan"
1984-12-26,"Brett Allen, Darin Burton"
1973-4-7,"Brett Daniel"
1988-8-2,"Brett Elliott"
1988-2-1,"Brett Franklin"
1984-2-13,"Brett Gregory"
1983-8-24,"Brett M., Thomas Alan"
1984-9-9,"Brett Michael"
1957-6-15,"Brett Morgan"
1977-3-25,"Brett Paul"
1989-7-1,"Brett R."
1990-1-18,"Brett Russell"
1973-10-5,"Brett William, Luis"
1982-7-17,"Brian Alan"
1979-9-7,"Brian Alexander, Nathan Raymond Quinn"
1943-1-25,"Brian Allen"
1965-11-6,"Brian Allen, Everardo"
1965-4-18,"Brian Andrew"
1982-2-17,"Brian Anthony"
1967-11-5,"Brian Charles"
1976-8-18,"Brian Christopher"
1973-1-29,"Brian Christopher, Jason David"
1977-9-21,"Brian Curtis"
1974-5-20,"Brian David"
1981-4-2,"Brian David, Michael Howard"
1968-1-8,"Brian David, Paul Stephan"
1959-10-16,"Brian David, Walter Kevin"
1982-4-25,"Brian Deon"
1968-9-26,"Brian Douglas"
1976-11-26,"Brian Duncan"
1974-6-13,"Brian Edward"
1975-12-8,"Brian Edward"
1969-1-8,"Brian Edward"
1968-8-1,"Brian Edward, Shigetoshi"
1978-2-28,"Brian Eric"
1978-8-16,"Brian Ernest"
1953-9-23,"Brian Hanly"
1973-7-21,"Brian James"
1969-9-26,"Brian James"
1981-4-8,"Brian James, Matthew Lee"
1950-10-9,"Brian Jay"
1982-11-7,"Brian Jeffery"
1960-4-27,"Brian Jeffrey, James Gerhard"
1974-8-19,"Brian John"
1981-3-27,"Brian John"
1956-2-12,"Brian John"
1959-11-29,"Brian John"
1959-5-14,"Brian Keith"
1967-3-25,"Brian Keith"
1957-1-22,"Brian Kelly"
1962-3-18,"Brian Kevin"
1966-10-31,"Brian Lee"
1967-9-26,"Brian Lee"
1971-3-5,"Brian Lee, Jeffrey Bryan, Chad Everette, Brian Herbert, Jose Miguel"
1976-2-13,"Brian Leonard"
1949-6-17,"Brian Leonard"
1969-8-7,"Brian Mark, Stanley Roger"
1958-1-3,"Brian Marshall"
1983-2-22,"Brian Matthew, Charles Edward, Daniel James, Casey John, Javier Arturo"
1984-2-20,"Brian Michael"
1986-9-1,"Brian Michael"
1977-10-9,"Brian Michael"
1976-5-14,"Brian Michael"
1972-2-11,"Brian Michael"
1982-1-6,"Brian Michael, Scott Robert"
1977-1-4,"Brian Michael, Walter"
1982-3-11,"Brian Nikola"
1969-2-15,"Brian O'Neal"
1981-2-28,"Brian Patrick"
1982-3-16,"Brian Patrick"
1974-7-27,"Brian Patrick"
1972-9-16,"Brian Patrick"
1985-12-21,"Brian Patrick, Matthew Steven"
1954-7-27,"Brian Paul"
1962-7-11,"Brian Phelan"
1981-4-18,"Brian Phillip"
1968-3-4,"Brian Raynold, Giovanni"
1955-1-26,"Brian Reed, Joseph Paul"
1958-2-20,"Brian Robert"
1973-12-7,"Brian Robert"
1987-2-11,"Brian Robert"
1963-1-29,"Brian Scott"
1973-3-4,"Brian Scott"
1965-1-25,"Brian Scott"
1971-9-5,"Brian Scott"
1973-11-15,"Brian Scott, Kevin John"
1971-1-20,"Brian Stephen, Marvin Larry"
1968-8-26,"Brian Stuart"
1959-11-17,"Brian Tate, Bradley David"
1980-11-29,"Brian Thomas"
1978-1-18,"Brian Thomas"
1984-2-18,"Brian Thomas"
1969-6-11,"Brian Wayne"
1959-5-2,"Brick Dudley"
1883-9-21,"Bristol Robotham"
1902-9-19,"Broadus Milburn, James Lawrence"
1983-11-20,"Brock Alan"
1988-6-11,"Brock Wyatt"
1953-11-6,"Brock, John Robert"
1977-2-24,"Bronson Anthony"
1970-9-16,"Bronswell Dante, Paul Kenneth"
1959-11-23,"Brook Wallace"
1937-5-18,"Brooks Calbert"
1988-6-29,"Brooks Lee"
1980-1-16,"Brooks Litchfield, Jose Alberto"
1985-6-20,"Brooks Steven"
1925-1-30,"Brooks Ulysses"
1906-2-8,Bruce
1985-11-18,Bruce
1990-12-9,Bruce
1914-10-4,"Bruce Adams"
1950-11-12,"Bruce Anton"
1952-12-9,"Bruce Armand"
1953-4-16,"Bruce Bell, Donald Edward"
1892-5-14,"Bruce Daniel"
1909-10-20,"Bruce Douglas"
1955-4-16,"Bruce Douglas, Thomas Frederick"
1959-9-10,"Bruce Duane"
1965-4-10,"Bruce Edward"
1951-6-29,"Bruce Edward, Jimmy Lee"
1955-8-18,"Bruce Edwin"
1943-3-23,"Bruce Ernest, Lee Andrew"
1950-2-18,"Bruce Eugene"
1943-11-17,"Bruce Frederick"
1977-6-19,"Bruce Kastulo"
1905-9-29,"Bruce Lee"
1961-12-9,"Bruce Matthew"
1954-8-21,"Bruce Michael"
1943-6-9,"Bruce Michael"
1954-4-16,"Bruce Philip"
1929-10-23,"Bruce Raymond"
1897-3-14,"Bruce Smith"
1958-3-24,"Bruce Vee"
1963-10-4,"Bruce Wayne"
1919-9-16,"Bruno Bruce"
1891-5-5,"Bruno Philip, Scott Cook"
1982-11-5,"Bryan Allan"
1961-3-11,"Bryan Alois"
1987-11-8,"Bryan Anthony"
1991-4-19,"Bryan Bedford"
1986-7-11,"Bryan Christopher"
1976-2-17,"Bryan Cody, Scott Ryan"
1963-10-13,"Bryan David"
1969-2-11,"Bryan David, Kevin Ray"
1956-7-12,"Bryan Donald, Mario Melvin"
1986-12-16,"Bryan Douglas, Alcides"
1956-4-22,"Bryan Edmund"
1986-4-9,"Bryan Evan"
1959-2-24,"Bryan Keith"
1920-7-14,"Bryan Maris"
1972-1-28,"Bryan Matthew, Christopher Michael, Tsuyoshi, Steven James"
1976-3-12,"Bryan McCall"
1968-3-19,"Bryan Owen"
1980-9-30,"Bryan Paul"
1959-12-17,"Bryan Richard, Marvell"
1972-6-3,"Bryan Robert"
1962-6-22,"Bryan Roberts"
1973-10-21,"Bryan Scott"
1963-6-2,"Bryan Stanley"
1974-1-27,"Bryant Lawrence"
1992-10-16,"Bryce Aron Max"
1955-8-11,"Bryn Nelson"
1943-10-19,"Bryshear Bennett, Santos"
1982-6-9,Buck
1947-9-18,"Buford Billy"
1894-6-16,Burdette
1910-6-29,"Burgess Urquhart"
1983-2-8,"Burke Heinrich, Sebern Chase, Mauro Edward"
1893-8-18,"Burleigh Arland, Bernard Allen, William Earl"
1950-2-7,"Burt Carlton"
1884-10-18,"Burton Edwin"
1879-11-2,"Burton Elwood"
1889-3-13,Byrd
1884-10-6,"Byron Atkins"
1865-1-5,"Byron Bancroft"
1980-3-13,"Byron Earl"
1942-12-27,"Byron Ellis"
1955-9-29,"Byron Scott"
1891-8-28,"Byron Simon"
1896-3-9,"Byron Wardsworth"
1911-6-17,"Byron William"
1979-1-19,Byung-Hyun
1898-2-9,"C L"
1866-11-2,"C. Frank"
1886-1-17,Cadwallader
1844-5-23,"Caleb Clark"
1986-6-18,"Caleb Martin, Steven R."
1983-2-14,"Callix Sadeaq"
1849-8-30,"Calvin Alexander"
1929-2-18,"Calvin Amandus"
1941-9-4,"Calvin Bernard, Kenneth Smith"
1923-11-10,"Calvin Coolidge"
1925-12-1,"Calvin Coolidge Julius Caesar Tuskahoma, Niles Chapman"
1963-9-26,"Calvin Douglas"
1938-3-16,"Calvin Duane"
1971-7-30,"Calvin Duane, Ronald Patrick"
1924-11-27,"Calvin Earl"
1935-12-17,"Calvin Edwin"
1960-8-24,"Calvin Edwin"
1976-9-29,"Calvin Elroy, Jermaine Marcel"
1974-9-5,"Calvin Gregory, Andrew Jon"
1927-10-24,"Calvin Grey, James Raymond"
1967-11-24,"Calvin John, Albert Lee, Larry Benard"
1913-6-10,"Calvin Leavelle"
1940-11-18,"Calvin Lee"
1910-12-20,"Calvin Louis"
1924-3-2,"Calvin Ross"
1937-6-28,"Calvin Wayne"
1972-5-11,Cameron
1987-4-4,"Cameron Keith, Odrisamer"
1991-10-2,"Cameron Rock"
1926-9-28,"Camille Oscar"
1934-1-20,"Camilo Alberto"
1952-7-6,Cardell
1901-12-5,"Carey Isom, Raymond Earl"
1881-9-4,"Carl A."
1886-11-16,"Carl Alan"
1900-4-25,"Carl Alexander"
1990-2-10,"Carl Allen"
1927-1-1,"Carl Alvin"
1976-1-8,"Carl Anthony"
1922-3-8,"Carl Anthony, Albert Francis"
1960-12-28,"Carl Blake, Zane William"
1902-12-20,"Carl Columbus"
1926-12-13,"Carl Daniel"
1952-11-17,"Carl David"
1981-8-5,"Carl Demonte"
1962-10-14,"Carl Edward"
1939-9-17,"Carl Edward, James Jerome"
1919-5-9,"Carl Emil"
1927-11-4,"Carl Ernest"
1889-10-6,"Carl Eugene"
1890-10-19,"Carl Everett"
1925-4-23,"Carl Francis"
1888-12-20,"Carl Frederick Rudolf"
1889-1-31,"Carl Grady, Paul Percival"
1944-2-25,"Carl Harrison"
1971-8-22,"Carl James"
1929-12-14,"Carl James, Thomas Peter"
1902-4-8,"Carl Lawrence"
1880-2-16,"Carl Leonard, Frank Aloysius"
1932-5-28,"Carl Leslie"
1936-6-13,"Carl Lynwood"
1917-1-25,"Carl Mack"
1918-2-22,"Carl Mancel"
1944-1-20,"Carl Means"
1939-8-22,"Carl Michael"
1903-2-1,"Carl Nettles"
1903-6-22,"Carl Owen"
1962-9-22,"Carl Ray"
1945-4-2,"Carl Reginald, Donald Howard, Michael Dennis"
1894-7-18,"Carl Remus, Wilbur McCullough, William Bernard"
1908-9-28,"Carl Ringdahl"
1932-7-22,"Carl Robert"
1934-10-31,"Carl Theodore"
1896-7-9,"Carl Theodore"
1918-3-22,"Carl Thomas, Wilburn Rue"
1937-2-27,"Carl Wayne"
1944-1-18,"Carl Wendle"
1950-9-26,"Carl William"
1883-4-22,"Carl William"
1891-11-12,"Carl William"
1889-11-29,"Carl Woolworth"
1914-11-21,"Carl, George Albert"
1967-11-1,Carlos
1927-1-28,Carlos
1927-11-28,Carlos
1948-5-17,Carlos
1986-3-21,Carlos
1982-10-14,"Carlos Agustin, Jerry Bienvenido"
1981-6-1,"Carlos Alberto"
1974-6-18,"Carlos Alberto"
1978-6-10,"Carlos Alberto"
1967-5-24,"Carlos Alberto"
1977-11-30,"Carlos Alberto"
1931-3-13,"Carlos Alberto, Fred Donald"
1969-4-4,"Carlos Alberto, Mark Arthur"
1975-9-30,"Carlos Alfonso"
1987-2-22,"Carlos Angel, Thomas Samuel"
1948-9-27,"Carlos Antonio"
1958-1-7,"Carlos Antonio"
1959-2-7,"Carlos Antonio"
1985-12-4,"Carlos Argelis, Andrew Warren"
1975-12-12,"Carlos Eduardo"
1980-4-22,"Carlos Enrique"
1982-12-13,"Carlos Enrique"
1982-10-22,"Carlos Ephriam, Darren Christopher, Robinson Jose, Brian Joseph"
1991-9-21,"Carlos Ernesto"
1984-1-7,"Carlos Fernando, Jonathan Tyler"
1971-4-14,"Carlos Gross, Gregory Owen"
1977-4-24,"Carlos Ivan"
1981-3-12,"Carlos Javier"
1967-10-15,"Carlos Jesus"
1979-1-22,"Carlos Joaquin"
1982-8-28,"Carlos Jose, Randy David"
1972-6-25,"Carlos Juan"
1971-10-4,"Carlos Lamonte"
1987-3-21,"Carlos Luis"
1971-12-26,"Carlos Luis, Jay Weldon"
1988-5-20,"Carlos Luis, Jorge Anthony"
1982-5-26,"Carlos M., Joseph Steven"
1983-11-28,"Carlos Manuel"
1991-1-8,"Carlos Manuel"
1990-2-27,"Carlos Manuel"
1955-9-30,"Carlos Manuel"
1973-11-6,"Carlos Manuel, Justin James"
1897-12-10,"Carlos Phillipe, Arthur Joseph"
1976-11-8,"Carlos Rafael, Victor Aurelio"
1974-11-4,"Carlos Ramon"
1984-9-21,"Carlos, Joaquin"
1876-2-15,Carlton
1973-9-24,"Carlton Edward, Jesus Jesse"
1947-12-26,"Carlton Ernest"
1931-6-6,"Carlton Francis, Rodolfo"
1979-7-10,"Carlton Tyrell"
1960-7-28,Carmelo
1941-8-30,"Carmen Donald, Archie Francis"
1926-11-10,"Carmen Louis"
1982-9-12,"Carmen Peter"
1895-10-1,"Carmen Proctor, Roy"
1978-11-4,"Carmen Salvatore, John William"
1893-12-20,"Carroll Elmer"
1926-7-25,"Carroll Walter"
1930-9-5,"Carroll Wayne"
1933-5-18,"Carroll William"
1941-7-26,"Carroll William"
1889-2-20,"Carroll William"
1989-10-19,"Carson Donald"
1895-3-31,"Carson Lee"
1980-7-21,"Carsten Charles, Kyuji"
1916-1-13,"Carvel William"
1874-5-7,"Case Lyman"
1989-10-4,"Casey Patrick"
1978-1-6,"Casey Paul"
1954-4-14,"Casey Robert, Craig Seton"
1990-7-13,"Casey Scott"
1961-1-12,"Casey Todd"
1988-9-17,"Casey W."
1926-3-4,"Casimir Eugene"
1917-3-2,"Casimir James"
1893-8-11,"Cecil Algerton"
1883-8-27,"Cecil Benoni, William P."
1940-12-1,"Cecil Boyce"
1905-9-26,"Cecil Bradford Patrick, Urban John"
1860-12-28,"Cecil Calvert"
1916-2-9,"Cecil Carlton, Frederick Albert"
1963-1-20,"Cecil Edward"
1896-11-20,"Cecil Elba"
1880-9-23,"Cecil Fleming, Charles F."
1904-2-13,"Cecil Glenford, Charles Caspar"
1963-9-21,"Cecil Grant, Michael Troy"
1913-8-8,"Cecil Howell"
1942-10-22,"Cecil Lee"
1919-5-11,"Cecil Porter"
1894-4-13,"Cecil Randolph, Patrick Francis"
1914-12-6,"Cecil Washington"
1960-2-1,Cecilio
1963-9-3,"Cedric Bernard, Eric Vaughn"
1896-8-23,"Cedric Montgomery"
1988-3-10,"Cedric Scott"
1978-2-10,"Cedrick Jerome, Ruben Amaury"
1951-2-25,Cesar
1984-6-22,Cesar
1990-5-23,"Cesar Augusto"
1989-2-11,"Cesar Augusto"
1966-9-28,"Cesar Dario"
1943-1-26,"Cesar Dario"
1980-2-10,"Cesar David"
1984-11-12,"Cesar Enrique"
1948-3-11,"Cesar Francisco"
